State,District,Market,Crop,Date,Min_Price_Rs_per_Quintal,Max_Price_Rs_per_Quintal,Modal_Price_Rs_per_Quintal
Karnataka,Dharwad,Central Mandi,Chilli,2021-11-01,8342.0,9792.79,9067.4
Karnataka,Dharwad,Central Mandi,Chilli,2021-12-01,9022.08,10591.14,9806.61
Karnataka,Dharwad,Agricultural Market,Chilli,2022-01-01,10541.42,12374.71,11458.06
Karnataka,Dharwad,Main Market,Chilli,2022-02-01,11612.47,13632.03,12622.25
Karnataka,Dharwad,Main Market,Chilli,2022-03-01,11167.31,13109.45,12138.38
Karnataka,Dharwad,Agricultural Market,Chilli,2022-04-01,11228.38,13181.14,12204.76
Karnataka,Dharwad,Central Mandi,Chilli,2022-05-01,10807.15,12686.65,11746.9
Karnataka,Dharwad,Central Mandi,Chilli,2022-06-01,11796.61,13848.2,12822.41
Karnataka,Dharwad,Main Market,Chilli,2022-07-01,9664.23,11344.97,10504.6
Karnataka,Dharwad,Central Mandi,Chilli,2022-08-01,9247.96,10856.3,10052.13
Karnataka,Dharwad,Agricultural Market,Chilli,2022-09-01,9037.65,10609.41,9823.53
Karnataka,Dharwad,Central Mandi,Chilli,2022-10-01,9191.32,10789.81,9990.56
Karnataka,Dharwad,Agricultural Market,Chilli,2022-11-01,9050.48,10624.48,9837.48
Karnataka,Dharwad,Agricultural Market,Chilli,2022-12-01,10223.2,12001.14,11112.17
Karnataka,Dharwad,Main Market,Chilli,2023-01-01,10146.52,11911.14,11028.83
Karnataka,Dharwad,Main Market,Chilli,2023-02-01,10076.39,11828.81,10952.6
Karnataka,Dharwad,Central Mandi,Chilli,2023-03-01,11994.27,14080.23,13037.25
Karnataka,Dharwad,Agricultural Market,Chilli,2023-04-01,12126.61,14235.59,13181.1
Karnataka,Dharwad,Agricultural Market,Chilli,2023-05-01,12020.96,14111.56,13066.26
Karnataka,Dharwad,Central Mandi,Chilli,2023-06-01,11132.87,13069.02,12100.94
Karnataka,Dharwad,Main Market,Chilli,2023-07-01,11325.06,13294.64,12309.85
Karnataka,Dharwad,Central Mandi,Chilli,2023-08-01,9665.78,11346.78,10506.28
Karnataka,Dharwad,Main Market,Chilli,2023-09-01,9192.86,10791.62,9992.24
Karnataka,Dharwad,Main Market,Chilli,2023-10-01,8711.75,10226.84,9469.3
Karnataka,Dharwad,Central Mandi,Chilli,2023-11-01,9289.47,10905.03,10097.25
Karnataka,Dharwad,Agricultural Market,Chilli,2023-12-01,9826.14,11535.04,10680.59
Karnataka,Dharwad,Main Market,Chilli,2024-01-01,11671.24,13701.03,12686.14
Karnataka,Dharwad,Central Mandi,Chilli,2024-02-01,10428.76,12242.45,11335.6
Karnataka,Dharwad,Central Mandi,Chilli,2024-03-01,12147.37,14259.96,13203.66
Karnataka,Dharwad,Central Mandi,Chilli,2024-04-01,12009.74,14098.39,13054.07
Karnataka,Dharwad,Agricultural Market,Chilli,2024-05-01,11976.94,14059.89,13018.42
Karnataka,Dharwad,Central Mandi,Chilli,2024-06-01,10979.88,12889.43,11934.65
Karnataka,Dharwad,Central Mandi,Chilli,2024-07-01,10010.99,11752.03,10881.51
Karnataka,Dharwad,Main Market,Chilli,2024-08-01,9727.2,11418.89,10573.04
Karnataka,Dharwad,Agricultural Market,Chilli,2024-09-01,8634.49,10136.15,9385.32
Karnataka,Dharwad,Agricultural Market,Chilli,2024-10-01,8990.5,10554.07,9772.29
Karnataka,Dharwad,Main Market,Chilli,2024-11-01,9600.39,11270.03,10435.21
Karnataka,Dharwad,Central Mandi,Chilli,2024-12-01,10022.21,11765.21,10893.71
Karnataka,Dharwad,Main Market,Chilli,2025-01-01,11002.73,12916.24,11959.48
Karnataka,Dharwad,Agricultural Market,Chilli,2025-02-01,12227.85,14354.43,13291.14
Karnataka,Dharwad,Main Market,Chilli,2025-03-01,12141.04,14252.53,13196.78
Karnataka,Dharwad,Main Market,Chilli,2025-04-01,13150.54,15437.6,14294.07
Karnataka,Dharwad,Central Mandi,Chilli,2025-05-01,11947.38,14025.19,12986.29
Karnataka,Dharwad,Main Market,Chilli,2025-06-01,10754.63,12624.99,11689.81
Karnataka,Dharwad,Main Market,Chilli,2025-07-01,11222.0,13173.66,12197.83
Karnataka,Dharwad,Agricultural Market,Chilli,2025-08-01,10806.85,12686.3,11746.58
Karnataka,Dharwad,Central Mandi,Chilli,2025-09-01,9040.61,10612.89,9826.75
Karnataka,Dharwad,Agricultural Market,Chilli,2025-10-01,8909.8,10459.33,9684.57
Karnataka,Dharwad,Main Market,Chilli,2025-11-01,9389.58,11022.55,10206.07
Karnataka,Dharwad,Agricultural Market,Chilli,2025-12-01,10016.23,11758.19,10887.21
Maharashtra,Nashik,Main Market,Rice,2020-01-01,2193.61,2575.1,2384.36
Maharashtra,Nashik,Agricultural Market,Rice,2020-02-01,2067.21,2426.73,2246.97
Maharashtra,Nashik,Agricultural Market,Rice,2020-03-01,2200.2,2582.85,2391.52
Maharashtra,Nashik,Main Market,Rice,2020-04-01,2419.66,2840.47,2630.07
Maharashtra,Nashik,Agricultural Market,Rice,2020-05-01,2080.27,2442.06,2261.16
Maharashtra,Nashik,Agricultural Market,Rice,2020-06-01,2171.01,2548.58,2359.8
Maharashtra,Nashik,Main Market,Rice,2020-07-01,2121.87,2490.89,2306.38
Maharashtra,Nashik,Agricultural Market,Rice,2020-08-01,1914.66,2247.64,2081.15
Maharashtra,Nashik,Central Mandi,Rice,2020-09-01,1705.73,2002.38,1854.05
Maharashtra,Nashik,Central Mandi,Rice,2020-10-01,1678.57,1970.5,1824.54
Maharashtra,Nashik,Central Mandi,Rice,2020-11-01,1750.89,2055.4,1903.14
Maharashtra,Nashik,Main Market,Rice,2020-12-01,2207.49,2591.41,2399.45
Maharashtra,Nashik,Agricultural Market,Rice,2021-01-01,2046.82,2402.79,2224.8
Maharashtra,Nashik,Central Mandi,Rice,2021-02-01,2122.71,2491.87,2307.29
Maharashtra,Nashik,Agricultural Market,Rice,2021-03-01,2319.62,2723.04,2521.33
Maharashtra,Nashik,Central Mandi,Rice,2021-04-01,2594.07,3045.21,2819.64
Maharashtra,Nashik,Central Mandi,Rice,2021-05-01,1949.28,2288.29,2118.79
Maharashtra,Nashik,Main Market,Rice,2021-06-01,2142.15,2514.7,2328.42
Maharashtra,Nashik,Main Market,Rice,2021-07-01,2240.59,2630.26,2435.43
Maharashtra,Nashik,Central Mandi,Rice,2021-08-01,2151.85,2526.08,2338.97
Maharashtra,Nashik,Main Market,Rice,2021-09-01,1888.83,2217.32,2053.08
Maharashtra,Nashik,Main Market,Rice,2021-10-01,1847.15,2168.39,2007.77
Maharashtra,Nashik,Agricultural Market,Rice,2021-11-01,1858.94,2182.23,2020.59
Maharashtra,Nashik,Agricultural Market,Rice,2021-12-01,2078.47,2439.94,2259.21
Maharashtra,Nashik,Main Market,Rice,2022-01-01,2206.22,2589.91,2398.06
Maharashtra,Nashik,Agricultural Market,Rice,2022-02-01,2258.96,2651.83,2455.39
Maharashtra,Nashik,Main Market,Rice,2022-03-01,2519.57,2957.75,2738.66
Maharashtra,Nashik,Central Mandi,Rice,2022-04-01,2501.35,2936.37,2718.86
Maharashtra,Nashik,Central Mandi,Rice,2022-05-01,2427.78,2850.01,2638.89
Maharashtra,Nashik,Agricultural Market,Rice,2022-06-01,2078.44,2439.9,2259.17
Maharashtra,Nashik,Central Mandi,Rice,2022-07-01,2205.99,2589.64,2397.81
Maharashtra,Nashik,Agricultural Market,Rice,2022-08-01,1793.23,2105.09,1949.16
Maharashtra,Nashik,Central Mandi,Rice,2022-09-01,1688.43,1982.07,1835.25
Maharashtra,Nashik,Agricultural Market,Rice,2022-10-01,1914.44,2247.39,2080.92
Maharashtra,Nashik,Main Market,Rice,2022-11-01,1840.1,2160.12,2000.11
Maharashtra,Nashik,Central Mandi,Rice,2022-12-01,2016.54,2367.24,2191.89
Maharashtra,Nashik,Main Market,Rice,2023-01-01,2290.13,2688.41,2489.27
Maharashtra,Nashik,Main Market,Rice,2023-02-01,2154.44,2529.13,2341.78
Maharashtra,Nashik,Main Market,Rice,2023-03-01,2293.96,2692.91,2493.43
Maharashtra,Nashik,Agricultural Market,Rice,2023-04-01,2556.24,3000.8,2778.52
Maharashtra,Nashik,Main Market,Rice,2023-05-01,2205.05,2588.53,2396.79
Maharashtra,Nashik,Agricultural Market,Rice,2023-06-01,2324.92,2729.25,2527.09
Maharashtra,Nashik,Main Market,Rice,2023-07-01,2128.5,2498.68,2313.59
Maharashtra,Nashik,Main Market,Rice,2023-08-01,2055.06,2412.46,2233.76
Maharashtra,Nashik,Main Market,Rice,2023-09-01,2130.45,2500.96,2315.7
Maharashtra,Nashik,Central Mandi,Rice,2023-10-01,1846.65,2167.81,2007.23
Maharashtra,Nashik,Agricultural Market,Rice,2023-11-01,2077.27,2438.54,2257.9
Maharashtra,Nashik,Main Market,Rice,2023-12-01,2321.8,2725.59,2523.7
Maharashtra,Nashik,Agricultural Market,Rice,2024-01-01,2174.84,2553.08,2363.96
Maharashtra,Nashik,Central Mandi,Rice,2024-02-01,2165.6,2542.23,2353.92
Maharashtra,Nashik,Main Market,Rice,2024-03-01,2277.66,2673.77,2475.71
Maharashtra,Nashik,Main Market,Rice,2024-04-01,2580.16,3028.89,2804.53
Maharashtra,Nashik,Main Market,Rice,2024-05-01,2414.81,2834.78,2624.79
Maharashtra,Nashik,Agricultural Market,Rice,2024-06-01,2379.65,2793.51,2586.58
Maharashtra,Nashik,Agricultural Market,Rice,2024-07-01,2281.87,2678.72,2480.29
Maharashtra,Nashik,Agricultural Market,Rice,2024-08-01,2067.22,2426.74,2246.98
Maharashtra,Nashik,Central Mandi,Rice,2024-09-01,2070.29,2430.34,2250.31
Maharashtra,Nashik,Main Market,Rice,2024-10-01,1930.97,2266.8,2098.89
Maharashtra,Nashik,Agricultural Market,Rice,2024-11-01,1956.07,2296.26,2126.16
Maharashtra,Nashik,Central Mandi,Rice,2024-12-01,2010.4,2360.03,2185.22
Maharashtra,Nashik,Central Mandi,Rice,2025-01-01,2434.11,2857.43,2645.77
Maharashtra,Nashik,Agricultural Market,Rice,2025-02-01,2435.27,2858.8,2647.04
Maharashtra,Nashik,Main Market,Rice,2025-03-01,2512.22,2949.13,2730.68
Maharashtra,Nashik,Agricultural Market,Rice,2025-04-01,2589.76,3040.15,2814.95
Maharashtra,Nashik,Central Mandi,Rice,2025-05-01,2689.93,3157.74,2923.83
Maharashtra,Nashik,Central Mandi,Rice,2025-06-01,2481.35,2912.89,2697.12
Maharashtra,Nashik,Agricultural Market,Rice,2025-07-01,2336.48,2742.83,2539.65
Maharashtra,Nashik,Agricultural Market,Rice,2025-08-01,2101.3,2466.75,2284.03
Maharashtra,Nashik,Agricultural Market,Rice,2025-09-01,1945.01,2283.27,2114.14
Maharashtra,Nashik,Central Mandi,Rice,2025-10-01,2081.27,2443.23,2262.25
Maharashtra,Nashik,Central Mandi,Rice,2025-11-01,2152.79,2527.19,2339.99
Maharashtra,Nashik,Agricultural Market,Rice,2025-12-01,2187.53,2567.97,2377.75
Maharashtra,Nashik,Agricultural Market,Maize,2020-01-01,1785.7,2096.26,1940.98
Maharashtra,Nashik,Central Mandi,Maize,2020-02-01,1693.65,1988.2,1840.93
Maharashtra,Nashik,Central Mandi,Maize,2020-03-01,1970.97,2313.75,2142.36
Maharashtra,Nashik,Agricultural Market,Maize,2020-04-01,2130.11,2500.57,2315.34
Maharashtra,Nashik,Main Market,Maize,2020-05-01,1871.69,2197.2,2034.44
Maharashtra,Nashik,Agricultural Market,Maize,2020-06-01,1799.85,2112.86,1956.35
Maharashtra,Nashik,Central Mandi,Maize,2020-07-01,1652.0,1939.3,1795.65
Maharashtra,Nashik,Agricultural Market,Maize,2020-08-01,1517.32,1781.21,1649.27
Maharashtra,Nashik,Central Mandi,Maize,2020-09-01,1603.1,1881.9,1742.5
Maharashtra,Nashik,Agricultural Market,Maize,2020-10-01,1706.41,2003.18,1854.8
Maharashtra,Nashik,Main Market,Maize,2020-11-01,1542.9,1811.23,1677.06
Maharashtra,Nashik,Central Mandi,Maize,2020-12-01,1754.58,2059.72,1907.15
Maharashtra,Nashik,Agricultural Market,Maize,2021-01-01,1766.4,2073.6,1920.0
Maharashtra,Nashik,Main Market,Maize,2021-02-01,2022.28,2373.98,2198.13
Maharashtra,Nashik,Central Mandi,Maize,2021-03-01,2003.87,2352.37,2178.12
Maharashtra,Nashik,Central Mandi,Maize,2021-04-01,1866.11,2190.65,2028.38
Maharashtra,Nashik,Central Mandi,Maize,2021-05-01,1773.88,2082.38,1928.13
Maharashtra,Nashik,Central Mandi,Maize,2021-06-01,1973.8,2317.07,2145.43
Maharashtra,Nashik,Agricultural Market,Maize,2021-07-01,1933.81,2270.13,2101.97
Maharashtra,Nashik,Agricultural Market,Maize,2021-08-01,1600.27,1878.58,1739.42
Maharashtra,Nashik,Central Mandi,Maize,2021-09-01,1555.45,1825.96,1690.71
Maharashtra,Nashik,Agricultural Market,Maize,2021-10-01,1647.02,1933.45,1790.24
Maharashtra,Nashik,Main Market,Maize,2021-11-01,1647.57,1934.1,1790.84
Maharashtra,Nashik,Central Mandi,Maize,2021-12-01,1610.6,1890.7,1750.65
Maharashtra,Nashik,Central Mandi,Maize,2022-01-01,1910.36,2242.59,2076.47
Maharashtra,Nashik,Agricultural Market,Maize,2022-02-01,1867.89,2192.74,2030.31
Maharashtra,Nashik,Main Market,Maize,2022-03-01,2041.21,2396.21,2218.71
Maharashtra,Nashik,Main Market,Maize,2022-04-01,1784.85,2095.26,1940.06
Maharashtra,Nashik,Central Mandi,Maize,2022-05-01,2140.45,2512.7,2326.57
Maharashtra,Nashik,Central Mandi,Maize,2022-06-01,1954.01,2293.84,2123.92
Maharashtra,Nashik,Central Mandi,Maize,2022-07-01,1849.39,2171.03,2010.21
Maharashtra,Nashik,Central Mandi,Maize,2022-08-01,1772.54,2080.81,1926.68
Maharashtra,Nashik,Agricultural Market,Maize,2022-09-01,1734.09,2035.67,1884.88
Maharashtra,Nashik,Central Mandi,Maize,2022-10-01,1654.89,1942.7,1798.79
Maharashtra,Nashik,Agricultural Market,Maize,2022-11-01,1639.03,1924.08,1781.55
Maharashtra,Nashik,Central Mandi,Maize,2022-12-01,1603.41,1882.26,1742.84
Maharashtra,Nashik,Central Mandi,Maize,2023-01-01,1899.77,2230.17,2064.97
Maharashtra,Nashik,Central Mandi,Maize,2023-02-01,1984.5,2329.64,2157.07
Maharashtra,Nashik,Central Mandi,Maize,2023-03-01,1930.7,2266.47,2098.59
Maharashtra,Nashik,Main Market,Maize,2023-04-01,2057.8,2415.68,2236.74
Maharashtra,Nashik,Main Market,Maize,2023-05-01,2106.66,2473.04,2289.85
Maharashtra,Nashik,Central Mandi,Maize,2023-06-01,2028.12,2380.83,2204.47
Maharashtra,Nashik,Central Mandi,Maize,2023-07-01,1832.52,2151.21,1991.86
Maharashtra,Nashik,Central Mandi,Maize,2023-08-01,1571.89,1845.26,1708.58
Maharashtra,Nashik,Main Market,Maize,2023-09-01,1733.07,2034.47,1883.77
Maharashtra,Nashik,Main Market,Maize,2023-10-01,1712.51,2010.33,1861.42
Maharashtra,Nashik,Agricultural Market,Maize,2023-11-01,1562.41,1834.13,1698.27
Maharashtra,Nashik,Agricultural Market,Maize,2023-12-01,1918.75,2252.44,2085.6
Maharashtra,Nashik,Agricultural Market,Maize,2024-01-01,1937.72,2274.72,2106.22
Maharashtra,Nashik,Central Mandi,Maize,2024-02-01,1867.22,2191.95,2029.59
Maharashtra,Nashik,Main Market,Maize,2024-03-01,2353.96,2763.34,2558.65
Maharashtra,Nashik,Main Market,Maize,2024-04-01,1971.17,2313.98,2142.58
Maharashtra,Nashik,Agricultural Market,Maize,2024-05-01,2188.31,2568.88,2378.59
Maharashtra,Nashik,Agricultural Market,Maize,2024-06-01,1914.5,2247.45,2080.97
Maharashtra,Nashik,Agricultural Market,Maize,2024-07-01,1982.21,2326.94,2154.58
Maharashtra,Nashik,Main Market,Maize,2024-08-01,1833.54,2152.42,1992.98
Maharashtra,Nashik,Agricultural Market,Maize,2024-09-01,1621.58,1903.59,1762.59
Maharashtra,Nashik,Central Mandi,Maize,2024-10-01,1650.27,1937.27,1793.77
Maharashtra,Nashik,Main Market,Maize,2024-11-01,1789.98,2101.29,1945.63
Maharashtra,Nashik,Central Mandi,Maize,2024-12-01,1789.94,2101.23,1945.58
Maharashtra,Nashik,Central Mandi,Maize,2025-01-01,2090.61,2454.2,2272.4
Maharashtra,Nashik,Central Mandi,Maize,2025-02-01,1864.93,2189.26,2027.09
Maharashtra,Nashik,Central Mandi,Maize,2025-03-01,2278.03,2674.21,2476.12
Maharashtra,Nashik,Agricultural Market,Maize,2025-04-01,2080.05,2441.8,2260.93
Maharashtra,Nashik,Central Mandi,Maize,2025-05-01,2075.77,2436.77,2256.27
Maharashtra,Nashik,Agricultural Market,Maize,2025-06-01,1915.61,2248.76,2082.18
Maharashtra,Nashik,Central Mandi,Maize,2025-07-01,2002.26,2350.48,2176.37
Maharashtra,Nashik,Main Market,Maize,2025-08-01,1791.03,2102.52,1946.77
Maharashtra,Nashik,Agricultural Market,Maize,2025-09-01,1905.33,2236.69,2071.01
Maharashtra,Nashik,Agricultural Market,Maize,2025-10-01,1626.49,1909.36,1767.92
Maharashtra,Nashik,Central Mandi,Maize,2025-11-01,1641.62,1927.12,1784.37
Maharashtra,Nashik,Agricultural Market,Maize,2025-12-01,1775.48,2084.25,1929.87
Maharashtra,Nashik,Agricultural Market,Cotton,2020-01-01,6196.88,7274.6,6735.74
Maharashtra,Nashik,Main Market,Cotton,2020-02-01,6577.88,7721.86,7149.87
Maharashtra,Nashik,Agricultural Market,Cotton,2020-03-01,7798.42,9154.67,8476.55
Maharashtra,Nashik,Agricultural Market,Cotton,2020-04-01,7372.78,8655.0,8013.89
Maharashtra,Nashik,Main Market,Cotton,2020-05-01,6794.27,7975.88,7385.08
Maharashtra,Nashik,Agricultural Market,Cotton,2020-06-01,6393.67,7505.62,6949.65
Maharashtra,Nashik,Central Mandi,Cotton,2020-07-01,5832.96,6847.38,6340.17
Maharashtra,Nashik,Main Market,Cotton,2020-08-01,5747.41,6746.96,6247.18
Maharashtra,Nashik,Main Market,Cotton,2020-09-01,6200.57,7278.93,6739.75
Maharashtra,Nashik,Agricultural Market,Cotton,2020-10-01,5730.21,6726.76,6228.48
Maharashtra,Nashik,Main Market,Cotton,2020-11-01,5875.55,6897.39,6386.47
Maharashtra,Nashik,Central Mandi,Cotton,2020-12-01,6100.76,7161.76,6631.26
Maharashtra,Nashik,Main Market,Cotton,2021-01-01,6246.55,7332.91,6789.73
Maharashtra,Nashik,Main Market,Cotton,2021-02-01,7357.36,8636.91,7997.14
Maharashtra,Nashik,Central Mandi,Cotton,2021-03-01,6728.27,7898.41,7313.34
Maharashtra,Nashik,Main Market,Cotton,2021-04-01,7156.13,8400.68,7778.41
Maharashtra,Nashik,Main Market,Cotton,2021-05-01,7054.15,8280.96,7667.55
Maharashtra,Nashik,Main Market,Cotton,2021-06-01,6767.76,7944.77,7356.27
Maharashtra,Nashik,Agricultural Market,Cotton,2021-07-01,6257.38,7345.62,6801.5
Maharashtra,Nashik,Central Mandi,Cotton,2021-08-01,6220.11,7301.87,6760.99
Maharashtra,Nashik,Agricultural Market,Cotton,2021-09-01,5734.29,6731.55,6232.92
Maharashtra,Nashik,Main Market,Cotton,2021-10-01,5724.11,6719.61,6221.86
Maharashtra,Nashik,Main Market,Cotton,2021-11-01,5346.42,6276.23,5811.32
Maharashtra,Nashik,Central Mandi,Cotton,2021-12-01,5480.18,6433.26,5956.72
Maharashtra,Nashik,Agricultural Market,Cotton,2022-01-01,6482.3,7609.66,7045.98
Maharashtra,Nashik,Central Mandi,Cotton,2022-02-01,6753.57,7928.11,7340.84
Maharashtra,Nashik,Main Market,Cotton,2022-03-01,7437.98,8731.54,8084.76
Maharashtra,Nashik,Agricultural Market,Cotton,2022-04-01,7086.45,8318.87,7702.66
Maharashtra,Nashik,Agricultural Market,Cotton,2022-05-01,6900.56,8100.66,7500.61
Maharashtra,Nashik,Main Market,Cotton,2022-06-01,7031.74,8254.65,7643.2
Maharashtra,Nashik,Agricultural Market,Cotton,2022-07-01,5998.71,7041.96,6520.33
Maharashtra,Nashik,Central Mandi,Cotton,2022-08-01,6176.4,7250.56,6713.48
Maharashtra,Nashik,Main Market,Cotton,2022-09-01,5818.07,6829.9,6323.99
Maharashtra,Nashik,Central Mandi,Cotton,2022-10-01,5845.25,6861.81,6353.53
Maharashtra,Nashik,Central Mandi,Cotton,2022-11-01,6055.15,7108.22,6581.68
Maharashtra,Nashik,Central Mandi,Cotton,2022-12-01,6028.81,7077.3,6553.05
Maharashtra,Nashik,Main Market,Cotton,2023-01-01,6180.78,7255.7,6718.24
Maharashtra,Nashik,Agricultural Market,Cotton,2023-02-01,7101.57,8336.63,7719.1
Maharashtra,Nashik,Central Mandi,Cotton,2023-03-01,6998.08,8215.14,7606.61
Maharashtra,Nashik,Central Mandi,Cotton,2023-04-01,7857.1,9223.55,8540.33
Maharashtra,Nashik,Agricultural Market,Cotton,2023-05-01,6814.92,8000.12,7407.52
Maharashtra,Nashik,Central Mandi,Cotton,2023-06-01,6834.37,8022.96,7428.67
Maharashtra,Nashik,Central Mandi,Cotton,2023-07-01,6607.46,7756.59,7182.03
Maharashtra,Nashik,Main Market,Cotton,2023-08-01,6133.37,7200.04,6666.71
Maharashtra,Nashik,Main Market,Cotton,2023-09-01,6438.1,7557.77,6997.93
Maharashtra,Nashik,Agricultural Market,Cotton,2023-10-01,5834.62,6849.34,6341.98
Maharashtra,Nashik,Main Market,Cotton,2023-11-01,6187.63,7263.73,6725.68
Maharashtra,Nashik,Main Market,Cotton,2023-12-01,6390.29,7501.65,6945.97
Maharashtra,Nashik,Agricultural Market,Cotton,2024-01-01,7280.86,8547.1,7913.98
Maharashtra,Nashik,Agricultural Market,Cotton,2024-02-01,7673.24,9007.72,8340.48
Maharashtra,Nashik,Main Market,Cotton,2024-03-01,7183.58,8432.9,7808.24
Maharashtra,Nashik,Central Mandi,Cotton,2024-04-01,7499.31,8803.54,8151.42
Maharashtra,Nashik,Agricultural Market,Cotton,2024-05-01,8332.47,9781.6,9057.03
Maharashtra,Nashik,Agricultural Market,Cotton,2024-06-01,7244.12,8503.96,7874.04
Maharashtra,Nashik,Agricultural Market,Cotton,2024-07-01,6521.11,7655.21,7088.16
Maharashtra,Nashik,Agricultural Market,Cotton,2024-08-01,6226.16,7308.97,6767.56
Maharashtra,Nashik,Main Market,Cotton,2024-09-01,6066.39,7121.42,6593.9
Maharashtra,Nashik,Central Mandi,Cotton,2024-10-01,6023.34,7070.88,6547.11
Maharashtra,Nashik,Main Market,Cotton,2024-11-01,6566.98,7709.07,7138.03
Maharashtra,Nashik,Agricultural Market,Cotton,2024-12-01,6032.81,7081.99,6557.4
Maharashtra,Nashik,Agricultural Market,Cotton,2025-01-01,7352.55,8631.25,7991.9
Maharashtra,Nashik,Main Market,Cotton,2025-02-01,7006.34,8224.83,7615.58
Maharashtra,Nashik,Central Mandi,Cotton,2025-03-01,7900.21,9274.16,8587.19
Maharashtra,Nashik,Central Mandi,Cotton,2025-04-01,7894.32,9267.25,8580.79
Maharashtra,Nashik,Agricultural Market,Cotton,2025-05-01,7355.78,8635.04,7995.41
Maharashtra,Nashik,Central Mandi,Cotton,2025-06-01,7250.29,8511.21,7880.75
Maharashtra,Nashik,Central Mandi,Cotton,2025-07-01,6630.57,7783.71,7207.14
Maharashtra,Nashik,Main Market,Cotton,2025-08-01,6724.45,7893.92,7309.19
Maharashtra,Nashik,Main Market,Cotton,2025-09-01,6140.95,7208.94,6674.95
Maharashtra,Nashik,Central Mandi,Cotton,2025-10-01,5833.49,6848.01,6340.75
Maharashtra,Nashik,Main Market,Cotton,2025-11-01,6802.52,7985.57,7394.05
Maharashtra,Nashik,Central Mandi,Cotton,2025-12-01,6521.22,7655.34,7088.28
Maharashtra,Nashik,Central Mandi,Groundnut,2020-01-01,5600.74,6574.79,6087.76
Maharashtra,Nashik,Central Mandi,Groundnut,2020-02-01,5585.75,6557.18,6071.47
Maharashtra,Nashik,Main Market,Groundnut,2020-03-01,5512.61,6471.33,5991.97
Maharashtra,Nashik,Main Market,Groundnut,2020-04-01,5826.23,6839.49,6332.86
Maharashtra,Nashik,Central Mandi,Groundnut,2020-05-01,5618.52,6595.66,6107.09
Maharashtra,Nashik,Main Market,Groundnut,2020-06-01,5686.95,6675.99,6181.47
Maharashtra,Nashik,Central Mandi,Groundnut,2020-07-01,5692.82,6682.88,6187.85
Maharashtra,Nashik,Central Mandi,Groundnut,2020-08-01,5082.99,5966.99,5524.99
Maharashtra,Nashik,Central Mandi,Groundnut,2020-09-01,4539.29,5328.73,4934.01
Maharashtra,Nashik,Central Mandi,Groundnut,2020-10-01,4643.19,5450.7,5046.94
Maharashtra,Nashik,Main Market,Groundnut,2020-11-01,4393.75,5157.88,4775.81
Maharashtra,Nashik,Agricultural Market,Groundnut,2020-12-01,4990.64,5858.57,5424.61
Maharashtra,Nashik,Main Market,Groundnut,2021-01-01,5611.45,6587.35,6099.4
Maharashtra,Nashik,Main Market,Groundnut,2021-02-01,5850.95,6868.51,6359.73
Maharashtra,Nashik,Central Mandi,Groundnut,2021-03-01,5521.11,6481.3,6001.2
Maharashtra,Nashik,Main Market,Groundnut,2021-04-01,5914.57,6943.19,6428.88
Maharashtra,Nashik,Main Market,Groundnut,2021-05-01,6151.88,7221.77,6686.82
Maharashtra,Nashik,Central Mandi,Groundnut,2021-06-01,5581.39,6552.06,6066.72
Maharashtra,Nashik,Main Market,Groundnut,2021-07-01,5521.43,6481.68,6001.56
Maharashtra,Nashik,Central Mandi,Groundnut,2021-08-01,4454.07,5228.7,4841.39
Maharashtra,Nashik,Agricultural Market,Groundnut,2021-09-01,4624.97,5429.31,5027.14
Maharashtra,Nashik,Agricultural Market,Groundnut,2021-10-01,4684.32,5498.99,5091.65
Maharashtra,Nashik,Central Mandi,Groundnut,2021-11-01,4465.43,5242.03,4853.73
Maharashtra,Nashik,Agricultural Market,Groundnut,2021-12-01,4635.74,5441.95,5038.85
Maharashtra,Nashik,Central Mandi,Groundnut,2022-01-01,5743.45,6742.31,6242.88
Maharashtra,Nashik,Main Market,Groundnut,2022-02-01,6152.41,7222.39,6687.4
Maharashtra,Nashik,Central Mandi,Groundnut,2022-03-01,5896.4,6921.87,6409.13
Maharashtra,Nashik,Agricultural Market,Groundnut,2022-04-01,6224.94,7307.54,6766.24
Maharashtra,Nashik,Main Market,Groundnut,2022-05-01,5786.93,6793.35,6290.14
Maharashtra,Nashik,Central Mandi,Groundnut,2022-06-01,5687.99,6677.21,6182.6
Maharashtra,Nashik,Central Mandi,Groundnut,2022-07-01,5474.07,6426.09,5950.08
Maharashtra,Nashik,Main Market,Groundnut,2022-08-01,5442.24,6388.72,5915.48
Maharashtra,Nashik,Central Mandi,Groundnut,2022-09-01,4865.84,5712.07,5288.95
Maharashtra,Nashik,Central Mandi,Groundnut,2022-10-01,4024.56,4724.48,4374.52
Maharashtra,Nashik,Main Market,Groundnut,2022-11-01,5009.02,5880.16,5444.59
Maharashtra,Nashik,Agricultural Market,Groundnut,2022-12-01,4974.8,5839.98,5407.39
Maharashtra,Nashik,Main Market,Groundnut,2023-01-01,5656.61,6640.37,6148.49
Maharashtra,Nashik,Agricultural Market,Groundnut,2023-02-01,5608.72,6584.15,6096.44
Maharashtra,Nashik,Central Mandi,Groundnut,2023-03-01,6255.57,7343.49,6799.53
Maharashtra,Nashik,Agricultural Market,Groundnut,2023-04-01,6660.66,7819.03,7239.85
Maharashtra,Nashik,Central Mandi,Groundnut,2023-05-01,5272.26,6189.17,5730.72
